,vin,triggerType_triggerType,triggerType_context,createdDateTime,receivedDateTime,hrTotalVehicleDistance,totalEngineHours,grossCombinationVehicleWeight,snapshotData_gnssPosition_latitude,snapshotData_gnssPosition_longitude,snapshotData_gnssPosition_heading,snapshotData_gnssPosition_speed,snapshotData_gnssPosition_positionDateTime,snapshotData_wheelBasedSpeed,snapshotData_fuelType,snapshotData_fuelLevel1,snapshotData_catalystFuelLevel,snapshotData_driver1WorkingState,snapshotData_driver2WorkingState,snapshotData_ambientAirTemperature,uptimeData_engineCoolantTemperature,uptimeData_serviceBrakeAirPressureCircuit1,uptimeData_serviceBrakeAirPressureCircuit2
2137,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-08T04:46:06.721Z,2024-05-08T04:49:58.865Z,99567935,0,0,52.480524,5.496277,314,1.93,2024-05-08T04:46:06.000Z,6.0,Diesel,81.6,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
2138,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-08T04:47:30.686Z,2024-05-08T04:51:22.540Z,99568160,0,0,52.479649,5.494646,68,0.06,2024-05-08T04:47:30.000Z,0.0,Diesel,82.0,0,WORK,DRIVER_AVAILABLE,0,0,0,0
2139,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-08T04:47:41.680Z,2024-05-08T04:51:34.187Z,99568165,0,0,52.479642,5.494605,236,0.73,2024-05-08T04:47:41.000Z,2.0,Diesel,82.0,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
2140,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-08T04:48:03.678Z,2024-05-08T04:51:55.328Z,99568175,0,0,52.479588,5.494475,256,0.01,2024-05-08T04:48:03.000Z,0.0,Diesel,81.6,0,WORK,DRIVER_AVAILABLE,0,0,0,0
2141,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-08T04:48:14.670Z,2024-05-08T04:52:06.540Z,99568180,0,0,52.479565,5.494452,196,0.71,2024-05-08T04:48:14.000Z,2.0,Diesel,81.6,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
2142,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-08T04:48:29.664Z,2024-05-08T04:52:21.160Z,99568185,0,0,52.479537,5.494353,283,0.03,2024-05-08T04:48:29.000Z,0.0,Diesel,81.2,0,WORK,DRIVER_AVAILABLE,0,0,0,0
2143,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-08T04:48:45.649Z,2024-05-08T04:52:37.851Z,99568190,0,0,52.479562,5.494373,10,1.42,2024-05-08T04:48:45.000Z,4.0,Diesel,81.2,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
2144,XLRTEF5300G450805,ENGINE_OFF,RFMS,2024-05-08T04:52:26.894Z,2024-05-08T04:57:23.873Z,0,0,0,52.479599,5.49436,233,0.0,2024-05-08T04:52:26.000Z,0.0,Diesel,80.8,102,,,13,82,0,0
2145,XLRTEF5300G450805,IGNITION_OFF,RFMS,2024-05-08T04:52:24.035Z,2024-05-08T04:57:24.949Z,0,0,0,-9999.0,-9999.0,-9999,-9999.0,,0.0,Diesel,80.8,102,,,13,82,0,0
2146,XLRTEF5300G450805,TIMER,RFMS,2024-05-08T04:52:23.254Z,2024-05-08T04:57:25.877Z,99568235,1972,655350,52.479606,5.494352,233,0.0,2024-05-08T04:51:55.000Z,0.0,Diesel,80.8,99,WORK,DRIVER_AVAILABLE,12,82,1080,1088
2147,XLRTEF5300G450805,TIMER,RFMS,2024-05-08T04:50:27.179Z,2024-05-08T04:57:27.078Z,99568235,1972,655350,52.479596,5.494354,233,0.0,2024-05-08T04:49:55.000Z,0.0,Diesel,80.8,99,WORK,DRIVER_AVAILABLE,12,83,1000,1008
2148,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-08T04:49:33.637Z,2024-05-08T04:57:30.195Z,99568235,0,0,52.479596,5.494354,233,0.02,2024-05-08T04:49:33.000Z,0.0,Diesel,80.8,0,WORK,DRIVER_AVAILABLE,0,0,0,0
2149,XLRTEF5300G450805,TIMER,RFMS,2024-05-08T04:55:26.559Z,2024-05-08T04:59:19.994Z,0,0,0,52.479597,5.494351,233,0.0,2024-05-08T04:54:55.000Z,0.0,Diesel,102.0,0,,,0,0,0,0
2150,XLRTEF5300G450805,IGNITION_ON,RFMS,2024-05-09T07:10:20.832Z,2024-05-09T07:15:34.712Z,100105420,0,655350,51.698674,7.67343,0,0.0,2024-05-09T07:10:21.000Z,0.0,Diesel,0.0,99,REST,REST,20,20,2040,2040
2151,XLRTEF5300G450805,ENGINE_ON,RFMS,2024-05-09T07:10:20.832Z,2024-05-09T07:15:37.261Z,100105420,0,655350,51.698674,7.67343,0,0.0,2024-05-09T07:10:21.000Z,0.0,Diesel,56.4,99,REST,REST,19,20,584,584
2152,XLRTEF5300G450805,TIMER,RFMS,2024-05-09T07:13:02.115Z,2024-05-09T07:17:29.917Z,100105420,1981,655350,51.698674,7.67343,0,0.0,2024-05-09T07:12:47.000Z,0.0,Diesel,56.4,99,REST,REST,20,25,824,824
2153,XLRTEF5300G450805,IGNITION_OFF,RFMS,2024-05-09T07:13:02.862Z,2024-05-09T07:17:31.017Z,0,0,0,51.698662,7.673458,0,0.0,2024-05-09T07:13:03.000Z,0.0,Diesel,56.4,102,,,20,26,904,904
2154,XLRTEF5300G450805,ENGINE_OFF,RFMS,2024-05-09T07:13:05.676Z,2024-05-09T07:17:33.188Z,0,0,0,51.698662,7.673458,0,0.0,2024-05-09T07:13:05.000Z,0.0,Diesel,56.4,102,,,20,26,0,0
2155,XLRTEF5300G450805,TIMER,RFMS,2024-05-09T07:15:19.827Z,2024-05-09T07:19:49.754Z,0,0,0,51.698662,7.673458,0,0.0,2024-05-09T07:14:47.000Z,0.0,Diesel,0.0,0,,,0,0,0,0
2156,XLRTEF5300G450805,TIMER,RFMS,2024-05-09T07:16:24.193Z,2024-05-09T07:22:56.387Z,0,0,0,51.698662,7.673458,0,0.0,2024-05-09T07:15:47.000Z,0.0,Diesel,0.0,0,,,0,0,0,0
2157,XLRTEF5300G450805,IGNITION_OFF,RFMS,2024-05-09T18:34:31.931Z,2024-05-09T18:39:13.837Z,0,0,0,51.698655,7.673486,0,0.0,2024-05-09T18:34:32.000Z,0.0,Diesel,56.4,102,,,20,20,0,0
2158,XLRTEF5300G450805,IGNITION_ON,RFMS,2024-05-09T18:34:23.403Z,2024-05-09T18:39:15.137Z,100105420,0,655350,51.6987,7.67347,0,0.0,,0.0,Diesel,0.0,99,REST,REST,20,20,2040,2040
2159,XLRTEF5300G450805,TIMER,RFMS,2024-05-09T18:38:08.352Z,2024-05-09T22:22:16.559Z,0,0,0,51.698655,7.673486,0,0.0,2024-05-09T18:37:57.000Z,0.0,Diesel,102.0,0,,,0,0,0,0
2160,XLRTEF5300G450805,IGNITION_ON,RFMS,2024-05-09T22:58:52.591Z,2024-05-09T23:04:08.902Z,100105420,0,0,51.698649,7.673471,0,0.01,2024-05-09T22:58:52.000Z,0.0,Diesel,0.0,99,REST,REST,20,19,2040,2040
2161,XLRTEF5300G450805,ENGINE_ON,RFMS,2024-05-09T22:58:52.591Z,2024-05-09T23:04:09.603Z,100105420,0,655350,51.698649,7.673471,0,0.01,2024-05-09T22:58:52.000Z,0.0,Diesel,56.4,99,REST,REST,13,18,560,560
2162,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-09T23:00:23.553Z,2024-05-09T23:04:53.427Z,100105420,0,0,51.698646,7.673451,0,0.01,2024-05-09T23:00:23.000Z,0.0,Diesel,56.4,0,DRIVER_AVAILABLE,REST,0,0,0,0
2163,XLRTEF5300G450805,TIMER,RFMS,2024-05-09T23:03:52.640Z,2024-05-09T23:08:24.188Z,100105420,1981,655350,51.69864,7.673452,0,0.0,2024-05-09T23:03:18.000Z,0.0,Diesel,56.4,99,WORK,REST,12,30,992,992
2164,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-09T23:05:30.559Z,2024-05-09T23:10:00.950Z,100105430,0,0,51.698648,7.67353,61,1.47,2024-05-09T23:05:30.000Z,5.0,Diesel,56.4,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
2165,XLRTEF5300G450805,DRIVER_2_WORKING_STATE_CHANGED,RFMS,2024-05-09T23:05:30.559Z,2024-05-09T23:10:01.050Z,100105430,0,0,51.698648,7.67353,61,1.47,2024-05-09T23:05:30.000Z,5.0,Diesel,56.4,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
2166,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-09T23:05:52.557Z,2024-05-09T23:10:22.070Z,100105465,0,0,51.698895,7.673422,311,0.03,2024-05-09T23:05:52.000Z,0.0,Diesel,56.4,0,WORK,DRIVER_AVAILABLE,0,0,0,0
2167,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-05-09T23:06:01.558Z,2024-05-09T23:10:31.518Z,100105470,0,0,51.698934,7.673375,322,1.43,2024-05-09T23:06:01.000Z,5.0,Diesel,56.4,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
2168,XLRTEF5300G450805,TIMER,RFMS,2024-05-09T23:08:52.631Z,2024-05-09T23:13:23.954Z,100106135,1981,10000,51.697559,7.667723,277,8.53,2024-05-09T23:08:18.000Z,31.0,Diesel,56.8,99,DRIVE,DRIVER_AVAILABLE,11,43,1064,1064
2169,XLRTEF5300G450805,TIMER,RFMS,2024-05-09T23:13:51.996Z,2024-05-09T23:18:24.526Z,100112810,1981,13200,51.753303,7.645755,345,22.9,2024-05-09T23:13:18.000Z,84.0,Diesel,58.0,99,DRIVE,DRIVER_AVAILABLE,11,75,1016,1016
2170,XLRTEF5300G450805,TIMER,RFMS,2024-05-09T23:18:52.628Z,2024-05-09T23:23:23.473Z,100119890,1982,13200,51.812395,7.621363,326,22.93,2024-05-09T23:18:19.000Z,84.0,Diesel,58.4,99,DRIVE,DRIVER_AVAILABLE,11,84,1000,1000
2171,XLRTEF5300G450805,DISTANCE_TRAVELLED,RFMS,2024-05-09T23:22:11.701Z,2024-05-09T23:26:44.031Z,100125030,0,13200,51.849062,7.581003,341,21.6,2024-05-09T23:22:05.000Z,79.0,Diesel,58.0,99,DRIVE,,10,84,1056,1056
2172,XLRTEF5300G450805,TIMER,RFMS,2024-05-09T23:23:52.628Z,2024-05-09T23:28:23.911Z,100126610,1982,13200,51.862609,7.576135,355,21.51,2024-05-09T23:23:19.000Z,79.0,Diesel,57.6,99,DRIVE,DRIVER_AVAILABLE,10,82,1096,1096
2173,XLRTEF5300G450805,TIMER,RFMS,2024-05-09T23:28:52.633Z,2024-05-09T23:33:24.164Z,100133575,1982,13200,51.921628,7.557732,345,22.91,2024-05-09T23:28:19.000Z,84.0,Diesel,57.6,99,DRIVE,DRIVER_AVAILABLE,11,84,1056,1056
2174,XLRTEF5300G450805,TIMER,RFMS,2024-05-09T23:33:52.637Z,2024-05-09T23:38:24.333Z,100140655,1982,13200,51.981922,7.553405,24,22.86,2024-05-09T23:33:19.000Z,84.0,Diesel,57.6,99,DRIVE,DRIVER_AVAILABLE,11,86,1040,1040
2175,XLRTEF5300G450805,TIMER,RFMS,2024-05-09T23:38:52.633Z,2024-05-09T23:43:24.019Z,100147735,1982,13200,52.03466,7.604476,19,22.85,2024-05-09T23:38:19.000Z,84.0,Diesel,57.6,99,DRIVE,DRIVER_AVAILABLE,10,84,1024,1024
2176,XLRTEF5300G450805,DISTANCE_TRAVELLED,RFMS,2024-05-09T23:40:04.378Z,2024-05-09T23:44:34.378Z,100150020,0,13200,52.053027,7.6161,26,22.95,2024-05-09T23:39:55.000Z,84.0,Diesel,57.6,99,DRIVE,,11,82,1024,1024
2177,XLRTEF5300G450805,TIMER,RFMS,2024-05-09T23:43:52.637Z,2024-05-09T23:48:23.856Z,100154810,1982,13200,52.08861,7.6512,46,22.86,2024-05-09T23:43:19.000Z,84.0,Diesel,57.6,99,DRIVE,DRIVER_AVAILABLE,10,83,1008,1016
2178,XLRTEF5300G450805,TIMER,RFMS,2024-05-09T23:48:52.637Z,2024-05-09T23:53:23.734Z,100161885,1982,13200,52.132138,7.720485,29,22.87,2024-05-09T23:48:19.000Z,84.0,Diesel,57.6,99,DRIVE,DRIVER_AVAILABLE,11,82,992,992
2179,XLRTEF5300G450805,TIMER,RFMS,2024-05-09T23:53:52.645Z,2024-05-09T23:58:24.380Z,100168965,1982,13200,52.180312,7.781121,44,22.89,2024-05-09T23:53:19.000Z,84.0,Diesel,57.6,99,DRIVE,DRIVER_AVAILABLE,10,83,984,984
2180,XLRTEF5300G450805,DISTANCE_TRAVELLED,RFMS,2024-05-09T23:57:37.473Z,2024-05-10T00:02:17.318Z,100175035,0,13200,52.210666,7.847007,75,22.75,2024-05-09T23:57:37.000Z,84.0,Diesel,57.6,99,DRIVE,,12,84,1064,1064
2181,XLRTEF5300G450805,TIMER,RFMS,2024-05-09T23:58:52.656Z,2024-05-10T00:03:24.369Z,100175995,1982,13200,52.214153,7.859676,57,22.85,2024-05-09T23:58:19.000Z,84.0,Diesel,57.2,99,DRIVE,DRIVER_AVAILABLE,12,85,1064,1064
2182,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T00:03:52.649Z,2024-05-10T00:08:23.565Z,100183085,1982,13200,52.261079,7.922022,23,22.9,2024-05-10T00:03:19.000Z,84.0,Diesel,55.2,99,DRIVE,DRIVER_AVAILABLE,9,82,1136,1136
2183,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T00:08:52.643Z,2024-05-10T00:13:24.154Z,100189975,1982,13200,52.316888,7.955953,38,21.52,2024-05-10T00:08:19.000Z,80.0,Diesel,55.2,99,DRIVE,DRIVER_AVAILABLE,10,84,1152,1152
2184,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T00:13:52.659Z,2024-05-10T00:18:24.838Z,100196750,1982,13600,52.351215,8.031684,31,22.73,2024-05-10T00:13:19.000Z,84.0,Diesel,54.0,99,DRIVE,DRIVER_AVAILABLE,11,84,1032,1032
2185,XLRTEF5300G450805,DISTANCE_TRAVELLED,RFMS,2024-05-10T00:15:39.734Z,2024-05-10T00:20:17.057Z,100200005,0,13600,52.378201,8.043913,357,22.95,2024-05-10T00:15:38.000Z,84.0,Diesel,54.8,99,DRIVE,,11,82,1032,1032
2186,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T00:18:52.652Z,2024-05-10T00:23:24.043Z,100203855,1983,13600,52.410916,8.03187,353,22.96,2024-05-10T00:18:19.000Z,84.0,Diesel,54.4,99,DRIVE,DRIVER_AVAILABLE,11,83,1008,1008
2187,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T00:23:52.655Z,2024-05-10T00:28:23.584Z,100210935,1983,13600,52.470258,8.053865,25,22.93,2024-05-10T00:23:19.000Z,85.0,Diesel,52.8,99,DRIVE,DRIVER_AVAILABLE,10,84,1008,1008
2188,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T00:28:52.661Z,2024-05-10T00:33:24.351Z,100218010,1983,13600,52.52278,8.106269,26,22.8,2024-05-10T00:28:19.000Z,84.0,Diesel,52.4,99,DRIVE,DRIVER_AVAILABLE,11,84,1000,1000
2189,XLRTEF5300G450805,DISTANCE_TRAVELLED,RFMS,2024-05-10T00:33:22.458Z,2024-05-10T00:37:56.071Z,100225010,0,13600,52.58283,8.1097,2,22.88,2024-05-10T00:33:15.000Z,84.0,Diesel,51.6,99,DRIVE,,10,82,984,984
2190,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T00:33:52.664Z,2024-05-10T00:38:23.882Z,100225080,1983,13600,52.583856,8.10978,3,22.89,2024-05-10T00:33:20.000Z,84.0,Diesel,51.6,99,DRIVE,DRIVER_AVAILABLE,10,82,984,984
2191,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T00:38:52.743Z,2024-05-10T00:43:24.020Z,100232160,1983,13600,52.63997,8.151009,26,22.89,2024-05-10T00:38:22.000Z,84.0,Diesel,51.2,99,DRIVE,DRIVER_AVAILABLE,11,84,984,984
2192,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T00:43:52.417Z,2024-05-10T00:48:24.236Z,100239240,1983,13600,52.699444,8.173526,359,22.87,2024-05-10T00:43:22.000Z,85.0,Diesel,53.2,99,DRIVE,DRIVER_AVAILABLE,11,84,1056,1056
2193,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T00:48:52.432Z,2024-05-10T00:53:23.984Z,100246320,1983,13600,52.760164,8.185914,20,22.91,2024-05-10T00:48:22.000Z,84.0,Diesel,54.4,99,DRIVE,DRIVER_AVAILABLE,11,84,1040,1040
2194,XLRTEF5300G450805,DISTANCE_TRAVELLED,RFMS,2024-05-10T00:50:55.664Z,2024-05-10T00:55:34.430Z,100250000,0,13600,52.789964,8.202529,15,22.88,2024-05-10T00:50:55.000Z,84.0,Diesel,54.8,99,DRIVE,,11,83,1032,1032
2195,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T00:53:52.426Z,2024-05-10T00:58:24.250Z,100253400,1983,13600,52.819529,8.212629,9,22.87,2024-05-10T00:53:22.000Z,84.0,Diesel,55.2,99,DRIVE,DRIVER_AVAILABLE,11,83,1024,1032
2196,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T00:58:52.427Z,2024-05-10T01:03:24.744Z,100260480,1983,13600,52.874748,8.253478,47,22.95,2024-05-10T00:58:22.000Z,84.0,Diesel,54.4,99,DRIVE,DRIVER_AVAILABLE,10,82,1008,1008
2197,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T01:03:52.430Z,2024-05-10T01:08:23.570Z,100267560,1983,13600,52.902325,8.343458,59,22.42,2024-05-10T01:03:23.000Z,84.0,Diesel,54.4,99,DRIVE,DRIVER_AVAILABLE,10,82,992,992
2198,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T01:08:52.753Z,2024-05-10T01:13:24.344Z,100274390,1983,13600,52.914717,8.438121,88,17.4,2024-05-10T01:08:23.000Z,65.0,Diesel,54.0,99,DRIVE,DRIVER_AVAILABLE,9,82,1096,1096
2199,XLRTEF5300G450805,DISTANCE_TRAVELLED,RFMS,2024-05-10T01:08:57.807Z,2024-05-10T01:13:33.566Z,100275030,0,13600,52.915096,8.445743,84,18.21,2024-05-10T01:08:53.000Z,67.0,Diesel,54.4,99,DRIVE,,9,83,1096,1096
2220,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T01:13:52.427Z,2024-05-10T01:18:24.171Z,100277540,1983,15600,52.908222,8.441721,34,7.23,2024-05-10T01:13:23.000Z,15.0,Diesel,52.8,99,DRIVE,DRIVER_AVAILABLE,9,83,1096,1096
2221,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T01:18:52.429Z,2024-05-10T01:23:24.031Z,100283380,1984,15600,52.937318,8.508557,47,22.88,2024-05-10T01:18:23.000Z,84.0,Diesel,52.8,99,DRIVE,DRIVER_AVAILABLE,10,85,1088,1096
2222,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T01:23:52.433Z,2024-05-10T01:28:23.849Z,100290445,1984,15600,52.965466,8.598745,60,22.96,2024-05-10T01:23:23.000Z,85.0,Diesel,53.2,99,DRIVE,DRIVER_AVAILABLE,9,84,1096,1096
2223,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T01:28:52.435Z,2024-05-10T01:33:23.969Z,100297520,1984,15600,53.001781,8.680796,68,22.93,2024-05-10T01:28:23.000Z,85.0,Diesel,53.6,99,DRIVE,DRIVER_AVAILABLE,9,85,1056,1056
2224,XLRTEF5300G450805,DISTANCE_TRAVELLED,RFMS,2024-05-10T01:30:10.997Z,2024-05-10T01:34:44.750Z,100300020,0,15600,53.006966,8.714435,73,22.95,2024-05-10T01:30:05.000Z,85.0,Diesel,53.6,99,DRIVE,,10,83,1056,1056
2225,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T01:33:52.435Z,2024-05-10T01:38:24.012Z,100304595,1984,15600,53.019563,8.778444,69,22.96,2024-05-10T01:33:23.000Z,85.0,Diesel,53.6,99,DRIVE,DRIVER_AVAILABLE,11,84,1048,1048
2226,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T01:38:52.438Z,2024-05-10T01:43:23.701Z,100311665,1984,15600,53.03543,8.874222,59,22.85,2024-05-10T01:38:23.000Z,84.0,Diesel,52.8,99,DRIVE,DRIVER_AVAILABLE,11,84,1024,1024
2227,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T01:43:52.432Z,2024-05-10T01:48:24.282Z,100318735,1984,15600,53.034046,8.967273,48,23.01,2024-05-10T01:43:23.000Z,84.0,Diesel,52.0,99,DRIVE,DRIVER_AVAILABLE,11,85,992,1000
2228,XLRTEF5300G450805,DISTANCE_TRAVELLED,RFMS,2024-05-10T01:47:53.671Z,2024-05-10T01:52:24.864Z,100325000,0,15600,53.053345,9.047637,80,22.93,2024-05-10T01:47:45.000Z,84.0,Diesel,52.4,99,DRIVE,,11,85,1048,1048
2229,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T01:48:52.423Z,2024-05-10T01:53:23.841Z,100325805,1984,15600,53.054702,9.06041,80,22.94,2024-05-10T01:48:23.000Z,85.0,Diesel,52.4,99,DRIVE,DRIVER_AVAILABLE,11,84,1048,1048
2230,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T01:53:53.656Z,2024-05-10T01:58:25.559Z,100332880,1984,15600,53.079223,9.153208,60,22.92,2024-05-10T01:53:23.000Z,84.0,Diesel,52.8,99,DRIVE,DRIVER_AVAILABLE,10,84,1040,1040
2231,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T01:58:52.438Z,2024-05-10T02:03:24.181Z,100339950,1984,15600,53.126717,9.214297,19,22.8,2024-05-10T01:58:23.000Z,84.0,Diesel,52.0,99,DRIVE,DRIVER_AVAILABLE,10,84,1016,1016
2232,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T02:03:52.442Z,2024-05-10T02:08:23.776Z,100347030,1984,15600,53.179562,9.265337,40,22.77,2024-05-10T02:03:23.000Z,84.0,Diesel,52.4,99,DRIVE,DRIVER_AVAILABLE,10,83,1008,1008
2233,XLRTEF5300G450805,DISTANCE_TRAVELLED,RFMS,2024-05-10T02:05:26.341Z,2024-05-10T02:10:06.088Z,100350025,0,15600,53.198491,9.292766,42,22.93,2024-05-10T02:05:25.000Z,84.0,Diesel,52.4,99,DRIVE,,10,83,1008,1008
2234,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T02:08:52.445Z,2024-05-10T02:13:24.397Z,100354100,1984,15600,53.226732,9.331252,43,22.52,2024-05-10T02:08:23.000Z,84.0,Diesel,52.4,99,DRIVE,DRIVER_AVAILABLE,10,83,1000,1000
2235,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T02:13:52.438Z,2024-05-10T02:18:23.842Z,100361175,1984,15600,53.251819,9.423204,48,22.91,2024-05-10T02:13:23.000Z,84.0,Diesel,52.0,99,DRIVE,DRIVER_AVAILABLE,10,84,992,992
2236,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T02:18:52.450Z,2024-05-10T02:23:23.845Z,100368250,1985,15600,53.290592,9.501624,69,22.87,2024-05-10T02:18:23.000Z,84.0,Diesel,52.0,99,DRIVE,DRIVER_AVAILABLE,10,85,976,984
2237,XLRTEF5300G450805,DISTANCE_TRAVELLED,RFMS,2024-05-10T02:23:09.019Z,2024-05-10T02:27:46.261Z,100375005,0,15600,53.3211,9.583506,54,22.85,2024-05-10T02:23:06.000Z,84.0,Diesel,51.6,99,DRIVE,,9,83,1064,1064
2238,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T02:23:52.152Z,2024-05-10T02:28:24.345Z,100375315,1985,15600,53.323142,9.58824,55,22.88,2024-05-10T02:23:23.000Z,84.0,Diesel,51.6,99,DRIVE,DRIVER_AVAILABLE,9,83,1056,1056
2239,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T02:28:52.456Z,2024-05-10T02:33:23.527Z,100382365,1985,15600,53.350146,9.680343,65,22.97,2024-05-10T02:28:23.000Z,82.0,Diesel,51.2,99,DRIVE,DRIVER_AVAILABLE,9,82,1032,1032
2240,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T02:33:52.469Z,2024-05-10T02:38:24.703Z,100389415,1985,15600,53.370159,9.775941,87,22.91,2024-05-10T02:33:23.000Z,84.0,Diesel,52.0,99,DRIVE,DRIVER_AVAILABLE,9,86,1008,1008
2241,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T02:38:52.463Z,2024-05-10T02:43:25.402Z,100396430,1985,15600,53.371651,9.877883,100,23.47,2024-05-10T02:38:23.000Z,83.0,Diesel,50.8,99,DRIVE,DRIVER_AVAILABLE,9,82,1192,1192
2242,XLRTEF5300G450805,DISTANCE_TRAVELLED,RFMS,2024-05-10T02:40:51.694Z,2024-05-10T02:45:29.434Z,100400005,0,15600,53.3751,9.927947,80,23.24,2024-05-10T02:40:50.000Z,85.0,Diesel,50.4,99,DRIVE,,10,83,1136,1136
2243,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T02:43:52.465Z,2024-05-10T02:48:23.885Z,100403510,1985,15600,53.380303,9.97984,84,23.81,2024-05-10T02:43:23.000Z,87.0,Diesel,50.0,99,DRIVE,DRIVER_AVAILABLE,9,81,1168,1168
2244,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T02:48:52.466Z,2024-05-10T02:53:23.956Z,100410440,1985,15600,53.416597,10.03067,10,22.38,2024-05-10T02:48:23.000Z,82.0,Diesel,50.0,99,DRIVE,DRIVER_AVAILABLE,10,84,1088,1088
2245,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T02:53:52.476Z,2024-05-10T02:58:24.560Z,100417505,1985,15600,53.47724,10.022626,357,22.9,2024-05-10T02:53:23.000Z,85.0,Diesel,50.0,99,DRIVE,DRIVER_AVAILABLE,11,84,1096,1096
2246,XLRTEF5300G450805,DISTANCE_TRAVELLED,RFMS,2024-05-10T02:58:44.417Z,2024-05-10T03:03:17.126Z,100425025,0,15600,53.508424,10.0923,68,22.89,2024-05-10T02:58:37.000Z,84.0,Diesel,49.2,99,DRIVE,,11,84,1048,1048
2247,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T02:58:52.479Z,2024-05-10T03:03:24.667Z,100424575,1985,15600,53.507498,10.087711,76,22.81,2024-05-10T02:58:23.000Z,84.0,Diesel,49.2,99,DRIVE,DRIVER_AVAILABLE,10,83,1048,1048
2248,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T03:03:52.473Z,2024-05-10T03:08:23.908Z,100431650,1985,15600,53.552392,10.150691,16,22.86,2024-05-10T03:03:23.000Z,84.0,Diesel,48.4,99,DRIVE,DRIVER_AVAILABLE,11,85,1024,1024
2249,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T03:08:52.476Z,2024-05-10T03:13:24.101Z,100438715,1985,15600,53.593568,10.219973,35,22.77,2024-05-10T03:08:23.000Z,84.0,Diesel,48.8,99,DRIVE,DRIVER_AVAILABLE,10,84,1008,1008
2250,XLRTEF5300G450805,TIMER,RFMS,2024-05-10T23:59:38.243Z,2024-05-11T00:04:14.106Z,100911785,1992,42800,52.714394,7.645516,233,19.01,2024-05-10T23:59:08.000Z,70.0,Diesel,28.8,90,DRIVE,DRIVER_AVAILABLE,10,82,1176,1176
