,vin,triggerType_triggerType,triggerType_context,createdDateTime,receivedDateTime,hrTotalVehicleDistance,totalEngineHours,grossCombinationVehicleWeight,snapshotData_gnssPosition_latitude,snapshotData_gnssPosition_longitude,snapshotData_gnssPosition_heading,snapshotData_gnssPosition_speed,snapshotData_gnssPosition_positionDateTime,snapshotData_wheelBasedSpeed,snapshotData_fuelType,snapshotData_fuelLevel1,snapshotData_catalystFuelLevel,snapshotData_driver1WorkingState,snapshotData_driver2WorkingState,snapshotData_ambientAirTemperature,uptimeData_engineCoolantTemperature,uptimeData_serviceBrakeAirPressureCircuit1,uptimeData_serviceBrakeAirPressureCircuit2
868,XLRTEF5300G450805,TIMER,RFMS,2024-04-13T05:52:24.460Z,2024-04-13T05:55:00.670Z,89939010,1813,38800,49.643054,4.575476,67,22.75,2024-04-13T05:51:52.000Z,84.0,Diesel,88.0,99,DRIVE,DRIVER_AVAILABLE,8,82,1152,1152
869,XLRTEF5300G450805,TIMER,RFMS,2024-04-13T05:57:24.460Z,2024-04-13T06:00:01.519Z,89946030,1813,38800,49.666081,4.642033,32,23.0,2024-04-13T05:56:52.000Z,85.0,Diesel,87.6,99,DRIVE,DRIVER_AVAILABLE,7,82,1184,1184
870,XLRTEF5300G450805,DISTANCE_TRAVELLED,RFMS,2024-04-13T05:59:43.082Z,2024-04-13T06:02:26.135Z,89950010,0,38000,49.691495,4.677846,34,23.45,2024-04-13T05:59:44.000Z,87.0,Diesel,86.8,99,DRIVE,,6,83,1056,1056
871,XLRTEF5300G450805,TIMER,RFMS,2024-04-13T06:02:24.452Z,2024-04-13T06:04:59.636Z,89953005,1813,38000,49.71124,4.700241,7,21.85,2024-04-13T06:01:53.000Z,81.0,Diesel,86.8,99,DRIVE,DRIVER_AVAILABLE,7,83,1088,1088
872,XLRTEF5300G450805,TIMER,RFMS,2024-04-13T06:07:24.454Z,2024-04-13T06:10:01.361Z,89959900,1813,38800,49.759654,4.651974,320,23.21,2024-04-13T06:06:53.000Z,85.0,Diesel,87.2,99,DRIVE,DRIVER_AVAILABLE,7,88,1168,1168
873,XLRTEF5300G450805,TIMER,RFMS,2024-04-13T06:12:24.460Z,2024-04-13T06:15:01.589Z,89966890,1813,38800,49.787611,4.571326,283,22.85,2024-04-13T06:11:53.000Z,84.0,Diesel,86.4,99,DRIVE,DRIVER_AVAILABLE,7,85,1144,1144
874,XLRTEF5300G450805,TIMER,RFMS,2024-04-13T06:17:24.452Z,2024-04-13T06:20:00.814Z,89973905,1814,38800,49.828322,4.511768,355,22.58,2024-04-13T06:16:53.000Z,84.0,Diesel,86.0,99,DRIVE,DRIVER_AVAILABLE,8,88,1168,1168
875,XLRTEF5300G450805,DISTANCE_TRAVELLED,RFMS,2024-04-13T06:17:45.808Z,2024-04-13T06:20:25.282Z,89975000,0,38800,49.837756,4.512576,8,19.84,2024-04-13T06:17:43.000Z,74.0,Diesel,86.0,99,DRIVE,,8,90,1160,1160
876,XLRTEF5300G450805,TIMER,RFMS,2024-04-13T06:22:24.457Z,2024-04-13T06:25:00.469Z,89980090,1814,38800,49.881362,4.515086,23,22.66,2024-04-13T06:21:54.000Z,84.0,Diesel,86.8,99,DRIVE,DRIVER_AVAILABLE,10,89,1152,1152
877,XLRTEF5300G450805,TIMER,RFMS,2024-04-13T06:27:24.460Z,2024-04-13T06:30:00.727Z,89986925,1814,38400,49.937489,4.535134,328,22.88,2024-04-13T06:26:54.000Z,84.0,Diesel,84.8,99,DRIVE,DRIVER_AVAILABLE,10,87,1160,1160
878,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-04-13T06:30:09.724Z,2024-04-13T06:32:44.271Z,89990435,0,0,49.964094,4.53536,12,0.07,2024-04-13T06:30:10.000Z,0.0,Diesel,82.0,0,WORK,DRIVER_AVAILABLE,0,0,0,0
879,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-04-13T06:30:28.727Z,2024-04-13T06:33:03.717Z,89990445,0,0,49.964177,4.535389,12,3.39,2024-04-13T06:30:29.000Z,13.0,Diesel,81.6,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
880,XLRTEF5300G450805,DISTANCE_TRAVELLED,RFMS,2024-04-13T06:37:58.905Z,2024-04-13T06:43:46.971Z,90000000,0,41600,50.039395,4.508096,16,21.25,2024-04-13T06:38:00.000Z,79.0,Diesel,80.4,99,DRIVE,,12,86,1192,1192
881,XLRTEF5300G450805,TIMER,RFMS,2024-04-13T06:37:24.454Z,2024-04-13T06:43:49.184Z,89998365,1814,41600,50.027302,4.516064,307,23.3,2024-04-13T06:36:54.000Z,86.0,Diesel,81.2,99,DRIVE,DRIVER_AVAILABLE,11,82,1160,1160
882,XLRTEF5300G450805,TIMER,RFMS,2024-04-13T06:32:24.411Z,2024-04-13T06:43:55.059Z,89992030,1814,42000,49.977919,4.5391,3,19.76,2024-04-13T06:31:54.000Z,76.0,Diesel,81.6,99,DRIVE,DRIVER_AVAILABLE,10,84,1096,1096
883,XLRTEF5300G450805,TIMER,RFMS,2024-04-13T06:42:24.457Z,2024-04-13T06:45:00.193Z,90005280,1814,40800,50.082391,4.514058,348,22.18,2024-04-13T06:41:54.000Z,82.0,Diesel,80.4,99,DRIVE,DRIVER_AVAILABLE,10,87,1032,1032
884,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-04-13T06:43:48.771Z,2024-04-13T06:47:36.665Z,90007300,0,0,50.098513,4.505071,313,2.08,2024-04-13T06:43:50.000Z,7.0,Diesel,80.4,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
885,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-04-13T06:43:32.771Z,2024-04-13T06:47:36.763Z,90007295,0,0,50.098471,4.505143,322,0.03,2024-04-13T06:43:34.000Z,0.0,Diesel,80.4,0,WORK,DRIVER_AVAILABLE,0,0,0,0
886,XLRTEF5300G450805,TIMER,RFMS,2024-04-13T06:47:24.472Z,2024-04-13T06:50:00.552Z,90011030,1814,40400,50.128665,4.494177,20,22.27,2024-04-13T06:46:54.000Z,82.0,Diesel,81.6,99,DRIVE,DRIVER_AVAILABLE,10,86,1056,1056
887,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-04-13T06:48:35.773Z,2024-04-13T06:51:10.359Z,90013080,0,0,50.144471,4.504324,360,0.02,2024-04-13T06:48:36.000Z,0.0,Diesel,81.2,0,WORK,DRIVER_AVAILABLE,0,0,0,0
888,XLRTEF5300G450805,TIMER,RFMS,2024-04-13T06:52:24.146Z,2024-04-13T06:55:00.472Z,90013080,1814,655350,50.1445,4.504335,360,0.0,2024-04-13T06:51:54.000Z,0.0,Diesel,83.2,99,WORK,DRIVER_AVAILABLE,13,82,1064,1064
889,XLRTEF5300G450805,TIMER,RFMS,2024-04-13T06:57:24.468Z,2024-04-13T07:00:00.263Z,90013080,1814,655350,50.14449,4.504337,360,0.0,2024-04-13T06:56:54.000Z,0.0,Diesel,84.8,99,WORK,DRIVER_AVAILABLE,14,82,1040,1040
890,XLRTEF5300G450805,TIMER,RFMS,2024-04-13T07:02:24.472Z,2024-04-13T07:05:00.549Z,90013080,1814,655350,50.144494,4.50434,360,0.0,2024-04-13T07:01:54.000Z,0.0,Diesel,85.6,99,WORK,DRIVER_AVAILABLE,13,81,1040,1040
891,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-04-13T07:03:44.784Z,2024-04-13T07:06:18.859Z,90013090,0,0,50.144574,4.504315,352,2.8,2024-04-13T07:03:46.000Z,9.0,Diesel,85.6,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
892,XLRTEF5300G450805,TIMER,RFMS,2024-04-13T07:07:24.463Z,2024-04-13T07:10:00.226Z,90016310,1814,38800,50.169176,4.522436,41,22.98,2024-04-13T07:06:54.000Z,82.0,Diesel,84.8,99,DRIVE,DRIVER_AVAILABLE,12,89,1032,1032
893,XLRTEF5300G450805,TIMER,RFMS,2024-04-13T07:12:24.469Z,2024-04-13T07:15:00.355Z,90022850,1814,40000,50.222447,4.512206,339,23.46,2024-04-13T07:11:54.000Z,87.0,Diesel,81.6,99,DRIVE,DRIVER_AVAILABLE,12,83,1208,1208
894,XLRTEF5300G450805,DISTANCE_TRAVELLED,RFMS,2024-04-13T07:13:34.243Z,2024-04-13T07:16:15.882Z,90025030,0,40000,50.24049,4.51344,355,20.23,2024-04-13T07:13:33.000Z,76.0,Diesel,81.6,99,DRIVE,,13,86,1168,1168
895,XLRTEF5300G450805,TIMER,RFMS,2024-04-13T07:17:24.472Z,2024-04-13T07:20:00.015Z,90028970,1815,40400,50.273497,4.503391,3,19.34,2024-04-13T07:16:54.000Z,70.0,Diesel,80.0,99,DRIVE,DRIVER_AVAILABLE,14,89,1160,1160
896,XLRTEF5300G450805,TIMER,RFMS,2024-04-13T07:22:24.474Z,2024-04-13T07:25:00.088Z,90034260,1815,39600,50.31038,4.47995,353,16.44,2024-04-13T07:21:54.000Z,61.0,Diesel,80.8,99,DRIVE,DRIVER_AVAILABLE,14,86,1136,1144
897,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-04-13T07:26:47.796Z,2024-04-13T07:29:22.555Z,90038070,0,0,50.343113,4.473438,353,0.03,2024-04-13T07:26:48.000Z,0.0,Diesel,80.0,0,WORK,DRIVER_AVAILABLE,0,0,0,0
898,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-04-13T07:26:59.796Z,2024-04-13T07:29:34.484Z,90038090,0,0,-9999.0,-9999.0,-9999,-9999.0,,13.0,Diesel,80.0,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
899,XLRTEF5300G450805,TIMER,RFMS,2024-04-13T07:27:24.475Z,2024-04-13T07:30:01.167Z,90038075,1815,38800,50.343119,4.473432,352,0.02,2024-04-13T07:26:54.000Z,0.0,Diesel,80.4,99,WORK,DRIVER_AVAILABLE,14,85,1032,1032
900,XLRTEF5300G450805,TIMER,RFMS,2024-04-13T15:35:46.015Z,2024-04-14T11:25:52.064Z,0,0,0,51.794482,4.61748,15,0.0,2024-04-13T15:34:49.000Z,0.0,Diesel,0.0,0,,,0,0,0,0
901,XLRTEF5300G450805,IGNITION_ON,RFMS,2024-04-14T11:30:26.228Z,2024-04-14T11:33:44.270Z,90253035,0,0,51.794502,4.61759,105,0.02,2024-04-14T11:30:27.000Z,0.0,Diesel,0.0,99,REST,REST,20,15,2040,2040
902,XLRTEF5300G450805,ENGINE_ON,RFMS,2024-04-14T11:30:27.225Z,2024-04-14T11:33:45.274Z,90253035,0,0,51.794507,4.61752,105,0.02,2024-04-14T11:30:28.000Z,0.0,Diesel,99.2,99,REST,REST,17,15,872,880
903,XLRTEF5300G450805,TIMER,RFMS,2024-04-14T11:35:26.403Z,2024-04-14T11:38:07.068Z,90253035,1819,655350,51.794502,4.617509,105,0.0,2024-04-14T11:34:53.000Z,0.0,Diesel,99.2,99,REST,REST,17,23,1072,1072
904,XLRTEF5300G450805,TIMER,RFMS,2024-04-14T11:38:47.770Z,2024-04-14T11:41:28.578Z,90253035,1819,655350,51.794508,4.617485,105,0.0,2024-04-14T11:37:53.000Z,0.0,Diesel,99.2,99,REST,REST,16,30,1072,1072
905,XLRTEF5300G450805,IGNITION_OFF,RFMS,2024-04-14T11:38:48.518Z,2024-04-14T11:41:28.579Z,0,0,0,-9999.0,-9999.0,-9999,-9999.0,,0.0,Diesel,99.2,102,,,16,32,0,0
906,XLRTEF5300G450805,ENGINE_OFF,RFMS,2024-04-14T11:38:51.518Z,2024-04-14T11:41:30.278Z,0,0,0,51.794504,4.617491,105,0.0,2024-04-14T11:38:52.000Z,0.0,Diesel,99.2,102,,,16,32,0,0
907,XLRTEF5300G450805,TIMER,RFMS,2024-04-14T11:40:25.719Z,2024-04-14T11:43:05.942Z,0,0,0,51.794497,4.617498,105,0.0,2024-04-14T11:40:17.000Z,0.0,Diesel,0.0,0,,,0,0,0,0
908,XLRTEF5300G450805,TIMER,RFMS,2024-04-14T11:45:25.760Z,2024-04-14T11:48:06.049Z,0,0,0,51.794503,4.617488,105,0.0,2024-04-14T11:45:17.000Z,0.0,Diesel,102.0,0,,,0,0,0,0
909,XLRTEF5300G450805,IGNITION_ON,RFMS,2024-04-14T12:01:07.110Z,2024-04-14T12:03:55.742Z,90253035,0,0,51.794526,4.617484,0,0.0,2024-04-14T12:01:07.000Z,0.0,Diesel,0.0,99,REST,REST,20,31,2040,2040
910,XLRTEF5300G450805,DRIVER_LOGIN,RFMS,2024-04-14T12:01:26.053Z,2024-04-14T12:04:08.990Z,90253035,0,0,51.794527,4.617483,0,0.0,2024-04-14T12:01:22.000Z,0.0,Diesel,99.2,0,REST,REST,0,0,0,0
911,XLRTEF5300G450805,TIMER,RFMS,2024-04-14T12:05:11.688Z,2024-04-14T12:07:51.295Z,90253035,1819,655350,51.794527,4.617483,0,0.0,2024-04-14T12:04:47.000Z,0.0,Diesel,99.2,99,REST,REST,16,30,1008,1008
912,XLRTEF5300G450805,IGNITION_OFF,RFMS,2024-04-14T12:05:12.666Z,2024-04-14T12:07:53.419Z,0,0,0,51.794532,4.617505,0,0.02,2024-04-14T12:05:13.000Z,0.0,Diesel,99.2,102,,,16,30,0,0
913,XLRTEF5300G450805,TIMER,RFMS,2024-04-14T12:10:36.479Z,2024-04-14T12:13:16.981Z,0,0,0,51.794509,4.617488,0,0.03,2024-04-14T12:09:47.000Z,0.0,Diesel,102.0,0,,,0,0,0,0
914,XLRTEF5300G450805,TIMER,RFMS,2024-04-14T12:15:36.479Z,2024-04-14T12:18:16.307Z,0,0,0,51.794483,4.61753,0,0.0,2024-04-14T12:14:47.000Z,0.0,Diesel,102.0,0,,,0,0,0,0
915,XLRTEF5300G450805,TIMER,RFMS,2024-04-14T12:16:15.868Z,2024-04-14T12:45:37.321Z,0,0,0,51.794494,4.617482,0,0.0,2024-04-14T12:15:47.000Z,0.0,Diesel,0.0,0,,,0,0,0,0
916,XLRTEF5300G450805,IGNITION_ON,RFMS,2024-04-14T14:34:45.850Z,2024-04-14T14:37:25.154Z,90253035,0,0,51.794501,4.617493,0,0.0,2024-04-14T14:34:46.000Z,0.0,Diesel,0.0,99,REST,REST,20,24,2040,2040
917,XLRTEF5300G450805,TIMER,RFMS,2024-04-14T14:35:28.602Z,2024-04-14T14:38:08.418Z,90253035,1819,655350,51.794501,4.617493,0,0.0,2024-04-14T14:35:11.000Z,0.0,Diesel,99.2,99,REST,REST,15,24,944,944
918,XLRTEF5300G450805,ENGINE_ON,RFMS,2024-04-14T14:35:29.551Z,2024-04-14T14:38:08.518Z,90253035,0,0,51.794501,4.617493,0,0.0,2024-04-14T14:35:29.000Z,0.0,Diesel,99.2,99,REST,REST,15,24,944,944
919,XLRTEF5300G450805,TIMER,RFMS,2024-04-14T14:38:34.078Z,2024-04-14T14:41:13.763Z,90253035,1819,655350,51.794502,4.617503,0,0.0,2024-04-14T14:38:11.000Z,0.0,Diesel,99.2,99,REST,REST,15,29,1056,1056
920,XLRTEF5300G450805,TIMER,RFMS,2024-04-14T14:43:34.082Z,2024-04-14T14:46:15.107Z,90253035,1819,655350,51.794501,4.617489,0,0.01,2024-04-14T14:43:11.000Z,0.0,Diesel,99.2,99,REST,REST,15,38,1056,1056
921,XLRTEF5300G450805,IGNITION_OFF,RFMS,2024-04-14T14:43:35.563Z,2024-04-14T14:46:18.309Z,0,0,0,51.7945,4.61749,0,0.0,,0.0,Diesel,99.2,99,,,15,39,0,0
922,XLRTEF5300G450805,ENGINE_OFF,RFMS,2024-04-14T14:43:38.774Z,2024-04-14T14:46:18.610Z,0,0,0,51.7945,4.617493,0,0.0,2024-04-14T14:43:39.000Z,0.0,Diesel,99.2,102,,,15,39,0,0
923,XLRTEF5300G450805,TIMER,RFMS,2024-04-14T14:48:33.378Z,2024-04-14T14:51:14.015Z,0,0,0,51.794497,4.617497,0,0.01,2024-04-14T14:48:11.000Z,0.0,Diesel,102.0,0,,,0,0,0,0
924,XLRTEF5300G450805,IGNITION_ON,RFMS,2024-04-14T14:55:41.185Z,2024-04-14T14:58:59.324Z,90253035,0,655350,51.7945,4.61748,0,0.0,,0.0,Diesel,0.0,99,REST,REST,20,38,2040,2040
925,XLRTEF5300G450805,TIMER,RFMS,2024-04-14T14:49:43.445Z,2024-04-14T14:59:01.225Z,0,0,0,51.79449,4.617487,0,0.0,2024-04-14T14:49:11.000Z,0.0,Diesel,0.0,0,,,0,0,0,0
926,XLRTEF5300G450805,TIMER,RFMS,2024-04-14T14:58:33.094Z,2024-04-14T15:32:22.786Z,0,0,0,51.794519,4.617495,0,0.0,2024-04-14T14:58:08.000Z,0.0,Diesel,0.0,0,,,0,0,0,0
927,XLRTEF5300G450805,IGNITION_ON,RFMS,2024-04-14T16:26:28.286Z,2024-04-14T16:29:06.752Z,90253035,0,0,51.794496,4.617516,0,0.0,2024-04-14T16:26:27.000Z,0.0,Diesel,0.0,99,REST,REST,20,31,2040,2040
928,XLRTEF5300G450805,ENGINE_ON,RFMS,2024-04-14T16:26:32.475Z,2024-04-14T16:29:11.054Z,90253035,0,0,51.794496,4.617516,0,0.0,2024-04-14T16:26:32.000Z,0.0,Diesel,99.2,99,REST,REST,12,31,968,968
929,XLRTEF5300G450805,TIMER,RFMS,2024-04-14T16:27:37.555Z,2024-04-14T16:30:18.234Z,90253035,1819,655350,51.794496,4.617516,0,0.0,2024-04-14T16:26:57.000Z,0.0,Diesel,99.2,99,REST,REST,12,31,1088,1088
930,XLRTEF5300G450805,TIMER,RFMS,2024-04-14T16:32:17.591Z,2024-04-14T16:34:58.018Z,90253035,1819,655350,51.794492,4.617491,0,0.0,2024-04-14T16:31:57.000Z,0.0,Diesel,99.2,99,REST,REST,12,40,1072,1072
931,XLRTEF5300G450805,IGNITION_OFF,RFMS,2024-04-14T16:32:18.271Z,2024-04-14T16:34:59.819Z,0,0,0,-9999.0,-9999.0,-9999,-9999.0,,0.0,Diesel,99.2,102,,,12,40,1072,1072
932,XLRTEF5300G450805,ENGINE_OFF,RFMS,2024-04-14T16:32:21.532Z,2024-04-14T16:35:00.920Z,0,0,0,51.794492,4.617491,0,0.0,2024-04-14T16:32:21.000Z,0.0,Diesel,99.2,102,,,12,40,0,0
933,XLRTEF5300G450805,TIMER,RFMS,2024-04-14T16:37:36.564Z,2024-04-14T16:40:16.865Z,0,0,0,51.794474,4.617512,0,0.0,2024-04-14T16:36:57.000Z,0.0,Diesel,102.0,0,,,0,0,0,0
934,XLRTEF5300G450805,TIMER,RFMS,2024-04-14T16:40:04.932Z,2024-04-14T17:29:40.393Z,0,0,0,51.794492,4.617495,0,0.0,2024-04-14T16:39:57.000Z,0.0,Diesel,0.0,0,,,0,0,0,0
935,XLRTEF5300G450805,IGNITION_ON,RFMS,2024-04-15T04:15:11.012Z,2024-04-15T04:18:33.124Z,90253035,0,655350,51.7945,4.61751,0,0.0,,0.0,Diesel,99.2,99,REST,REST,8,17,2040,2040
936,XLRTEF5300G450805,ENGINE_ON,RFMS,2024-04-15T04:15:11.012Z,2024-04-15T04:18:34.326Z,0,0,0,51.7945,4.61751,0,0.0,,0.0,Diesel,0.0,0,,,0,0,0,0
937,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-04-15T04:15:52.838Z,2024-04-15T04:18:34.328Z,90253035,0,0,51.794487,4.617508,0,0.0,2024-04-15T04:15:53.000Z,0.0,Diesel,99.2,0,DRIVER_AVAILABLE,REST,0,0,0,0
938,XLRTEF5300G450805,TIMER,RFMS,2024-04-15T04:20:10.727Z,2024-04-15T04:22:54.731Z,90253035,1819,655350,51.794489,4.617496,0,0.0,2024-04-15T04:19:38.000Z,0.0,Diesel,99.2,99,WORK,REST,8,28,960,960
939,XLRTEF5300G450805,TIMER,RFMS,2024-04-15T04:25:10.724Z,2024-04-15T04:27:55.450Z,90253035,1819,655350,51.794492,4.617509,0,0.0,2024-04-15T04:24:38.000Z,0.0,Diesel,99.2,99,WORK,REST,8,38,992,992
940,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-04-15T04:27:41.677Z,2024-04-15T04:30:24.407Z,90253040,0,0,51.794488,4.617486,201,0.44,2024-04-15T04:27:42.000Z,1.0,Diesel,99.2,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
941,XLRTEF5300G450805,DRIVER_2_WORKING_STATE_CHANGED,RFMS,2024-04-15T04:27:41.677Z,2024-04-15T04:30:24.408Z,90253040,0,0,51.794488,4.617486,201,0.44,2024-04-15T04:27:42.000Z,1.0,Diesel,99.2,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
942,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-04-15T04:28:26.658Z,2024-04-15T04:31:08.272Z,90253135,0,0,51.793708,4.617031,201,0.02,2024-04-15T04:28:27.000Z,0.0,Diesel,99.2,0,WORK,DRIVER_AVAILABLE,0,0,0,0
943,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-04-15T04:28:58.639Z,2024-04-15T04:31:41.219Z,90253145,0,0,51.793658,4.616997,201,2.03,2024-04-15T04:28:59.000Z,7.0,Diesel,99.2,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
944,XLRTEF5300G450805,TIMER,RFMS,2024-04-15T04:30:10.724Z,2024-04-15T04:32:54.446Z,90253345,1819,40000,51.792017,4.616952,226,6.82,2024-04-15T04:29:39.000Z,25.0,Diesel,99.2,99,DRIVE,DRIVER_AVAILABLE,8,47,1152,1152
945,XLRTEF5300G450805,TIMER,RFMS,2024-04-15T04:35:10.726Z,2024-04-15T04:37:55.602Z,90255410,1819,39200,51.781696,4.605576,219,5.37,2024-04-15T04:34:39.000Z,18.0,Diesel,99.2,99,DRIVE,DRIVER_AVAILABLE,8,65,1072,1072
946,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-04-15T04:38:41.591Z,2024-04-15T04:41:25.119Z,90258670,0,0,51.772465,4.638305,88,0.05,2024-04-15T04:38:42.000Z,0.0,Diesel,99.2,0,WORK,DRIVER_AVAILABLE,0,0,0,0
947,XLRTEF5300G450805,TIMER,RFMS,2024-04-15T04:40:10.730Z,2024-04-15T04:42:55.588Z,90258670,1819,655350,51.772509,4.638206,107,0.04,2024-04-15T04:39:39.000Z,0.0,Diesel,99.2,99,WORK,DRIVER_AVAILABLE,8,81,1040,1040
948,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-04-15T04:40:17.599Z,2024-04-15T04:42:59.338Z,90258680,0,0,51.772542,4.638358,89,2.17,2024-04-15T04:40:18.000Z,7.0,Diesel,99.2,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
949,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-04-15T04:41:21.603Z,2024-04-15T04:44:04.658Z,90259215,0,0,51.772462,4.645852,92,0.01,2024-04-15T04:41:22.000Z,0.0,Diesel,99.2,0,WORK,DRIVER_AVAILABLE,0,0,0,0
965,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-04-15T04:41:49.606Z,2024-04-15T04:44:32.622Z,90259225,0,0,51.772461,4.64599,91,3.2,2024-04-15T04:41:50.000Z,11.0,Diesel,99.2,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
966,XLRTEF5300G450805,TIMER,RFMS,2024-04-15T04:45:11.041Z,2024-04-15T04:47:55.686Z,90262515,1819,41200,51.745633,4.63819,196,22.74,2024-04-15T04:44:39.000Z,84.0,Diesel,99.2,99,DRIVE,DRIVER_AVAILABLE,8,86,1096,1096
967,XLRTEF5300G450805,TIMER,RFMS,2024-04-15T04:50:10.727Z,2024-04-15T04:52:55.236Z,90269240,1820,41200,51.691747,4.639589,222,22.88,2024-04-15T04:49:39.000Z,85.0,Diesel,99.2,99,DRIVE,DRIVER_AVAILABLE,8,82,1152,1152
968,XLRTEF5300G450805,DISTANCE_TRAVELLED,RFMS,2024-04-15T04:54:02.240Z,2024-04-15T04:57:02.117Z,90275010,0,40800,51.65952,4.579373,221,22.76,2024-04-15T04:54:01.000Z,85.0,Diesel,99.2,99,DRIVE,,8,86,1072,1072
969,XLRTEF5300G450805,TIMER,RFMS,2024-04-15T04:55:10.728Z,2024-04-15T04:57:55.815Z,90275905,1820,40800,51.653667,4.571199,221,22.37,2024-04-15T04:54:39.000Z,83.0,Diesel,99.2,99,DRIVE,DRIVER_AVAILABLE,8,86,1064,1064
970,XLRTEF5300G450805,TIMER,RFMS,2024-04-15T05:00:10.723Z,2024-04-15T05:02:54.583Z,90282975,1820,40800,51.610754,4.502579,196,22.72,2024-04-15T04:59:39.000Z,84.0,Diesel,99.2,99,DRIVE,DRIVER_AVAILABLE,7,87,1024,1024
971,XLRTEF5300G450805,TIMER,RFMS,2024-04-15T05:05:11.048Z,2024-04-15T05:07:54.302Z,90290050,1820,40800,51.557431,4.457187,215,22.72,2024-04-15T05:04:39.000Z,84.0,Diesel,99.2,99,DRIVE,DRIVER_AVAILABLE,7,86,984,984
972,XLRTEF5300G450805,TIMER,RFMS,2024-04-15T05:10:10.730Z,2024-04-15T05:12:54.409Z,90297105,1820,40800,51.508395,4.402689,268,22.84,2024-04-15T05:09:39.000Z,85.0,Diesel,99.2,99,DRIVE,DRIVER_AVAILABLE,7,86,1040,1040
973,XLRTEF5300G450805,DISTANCE_TRAVELLED,RFMS,2024-04-15T05:11:44.914Z,2024-04-15T05:14:32.531Z,90300030,0,40800,51.507241,4.362714,267,22.79,2024-04-15T05:11:41.000Z,84.0,Diesel,99.2,99,DRIVE,,7,86,1032,1040
974,XLRTEF5300G450805,TIMER,RFMS,2024-04-15T05:15:10.737Z,2024-04-15T05:17:55.401Z,90303865,1820,41200,51.499844,4.313716,88,11.59,2024-04-15T05:14:39.000Z,44.0,Diesel,99.2,99,DRIVE,DRIVER_AVAILABLE,8,82,1184,1184
975,XLRTEF5300G450805,TIMER,RFMS,2024-04-15T05:20:10.730Z,2024-04-15T05:22:55.407Z,90310665,1820,41200,51.442377,4.312832,223,21.28,2024-04-15T05:19:39.000Z,78.0,Diesel,99.2,99,DRIVE,DRIVER_AVAILABLE,7,84,1088,1088
976,XLRTEF5300G450805,TIMER,RFMS,2024-04-15T05:25:10.734Z,2024-04-15T05:27:55.333Z,90317515,1820,41200,51.399174,4.287171,163,22.82,2024-04-15T05:24:39.000Z,84.0,Diesel,99.2,99,DRIVE,DRIVER_AVAILABLE,7,87,1040,1040
977,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-04-15T05:27:01.887Z,2024-04-15T05:29:44.563Z,90320430,0,0,51.376386,4.304203,161,0.03,2024-04-15T05:27:02.000Z,0.0,Diesel,99.2,0,WORK,DRIVER_AVAILABLE,0,0,0,0
978,XLRTEF5300G450805,DRIVER_1_WORKING_STATE_CHANGED,RFMS,2024-04-15T05:27:18.885Z,2024-04-15T05:30:01.840Z,90320440,0,0,51.376297,4.304285,151,2.95,2024-04-15T05:27:19.000Z,10.0,Diesel,99.2,0,DRIVE,DRIVER_AVAILABLE,0,0,0,0
979,XLRTEF5300G450805,TIMER,RFMS,2024-04-15T05:40:10.734Z,2024-04-15T05:45:16.299Z,90332155,1820,39600,51.299798,4.335946,143,14.11,2024-04-15T05:39:40.000Z,50.0,Diesel,99.2,99,DRIVE,DRIVER_AVAILABLE,7,83,1096,1096
